file_name,unit_number,unit_title,lesson_number,lesson_title,skill,concept,learning_objective,difficulty_level,evidence_from_transcript
NA - -2022-درس2 ｜ القسمة (2) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,2.0,القسمة (2),مقارنة نواتج عبارات عددية تتضمن الضرب والقسمة,المقارنة بين الأعداد ونتائج العمليات الحسابية,أن يقارن الطالب بين نواتج مسائل تتضمن عمليات قسمة وضرب.,Medium,هيا بنا نفكر ونضع إشارة المقارنة المناسبة. وضعنا لكم بعض المسائل تتضمن عمليات قسمة وضرب. والسؤال يقول: بعد أن نجد ناتجهما، نقارن بين الناتجين. ... الأربعة أصغر من الثمانية، أو 20 تقسيم 5 أصغر من 4 ضرب 2.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,إيجاد ناتج قسمة عدد ضمن 99 على العدد 10,القسمة على العدد 10، العلاقة بين الضرب والقسمة، قابلية القسمة على 10,إيجاد ناتج قسمة عدد ضمن تسعة وتسعين على العدد عشرة,Easy,يتوقع منكم بعد الانتهاء من هذا الدرس أن تكونوا قادرين على إيجاد ناتج قسمة عدد ضمن تسعة وتسعين على العدد عشرة، وأيضًا، إيجاد ناتج قسمة العدد صفر على عدد آخر... أربعون تقسيم عشرة ماذا يساوي؟...أربعة ألعابٍ. ...أربعة ضرب عشرة يساوي أربعون، أربعون تقسيم عشرة يساوي أربعة. ...يُقسم العدد على العدد عشرة إذا كان آحاده ماذا؟ أحسنتم، صفرًا.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,إيجاد ناتج قسمة الصفر على أي عدد آخر,قسمة الصفر,إيجاد ناتج قسمة العدد صفر على عدد آخر,Easy,يتوقع منكم... إيجاد ناتج قسمة العدد صفر على عدد آخر... صفر تقسيم أربعة يساوي صفر. ...إذا قسمنا العدد صفر على أي عدد آخر، ماذا سيكون ناتج عملية القسمة؟ أحسنتم، صفرًا.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,حل مشكلات حياتية بسيطة باستخدام القسمة على 10,توظيف القسمة في سياقات حياتية، حل المسائل اللفظية,توظيف عملية القسمة في حل مشكلات حياتية,Medium,مع علي أربعون دينارًا، أراد أن يشتري بها ألعابًا لأبنائه. ثمن اللعبة الواحدة عشرة دنانير. كم عدد الألعاب التي سيشتريها علي؟...أربعون تقسيم عشرة يساوي أربعة.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,حل مسائل لفظية متعددة الخطوات تتضمن عمليتي الضرب والقسمة,تحليل المشكلات اللفظية ووضع خطة للحل، تطبيق عمليتي الضرب والقسمة لحل مسائل حياتية,توظيف عملية القسمة في حل مشكلات حياتية,Medium/Hard,لدى صاحب معصرة زيتون خزان من الزيت يحتوي على تسعين لترًا... كم عبوة يحتاج صاحب المعصرة؟... تسعون لترًا تقسيم عشرة... تسعة. الآن، إذا باع العبوة الواحدة بمبلغ ثلاثين دينارًا، ما ثمن جميع العبوات؟...تسعة ضرب ثلاثين...مئتان وسبعون دينارًا.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,إجراء عمليات الضرب الذهنية للأعداد في 10 ومضاعفاتها,الضرب في العدد 10 ومضاعفاته,,Easy,نبدأ بخمسة ضرب عشرة. تعلمناها، كيف نضرب عددًا بالعدد عشرة؟...خمسون. ...ثمانية ضرب عشرة...ثمانون. ...سبعة ضرب ثلاثون...مئتان وعشرة.
NA - -2022-درس3 ｜ القسمة على العدد 10 ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,3.0,القسمة على العدد 10,تقريب الأعداد لأقرب عشرة، تحديد مفهوم العقد وتطبيقه في مسائل حياتية,التقريب لأقرب عشرة، مفهوم العقد، ربط الرياضيات بالواقع,,Medium/Hard,المهمة تقول: اكتب أعمار أفراد الأسرة الممتدة مقربًا لأقرب عشرةٍ، ثم نجد كم عقدًا كاملًا عاش كل فرد منها. ...يجب أن نبحث عن مفهوم العقد: كم سنة يساوي؟
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,استرجاع حقائق الضرب,حقائق الضرب للعدد اثنان,استرجاع حقائق الضرب للعدد اثنين التي تم تعلمها سابقًا,Easy,هذه بعض حقائق الضرب للعدد اثنين التي تعلمناها سابقًا في لقاء سابق
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,ربط الجمع المتكرر بالضرب,الضرب كجمع متكرر,التعبير عن الجمع المتكرر بجملة ضرب مناسبة,Easy,ثلاثة زائد ثلاثة ويساوي ست حبات. كم ثلاثة أمامنا؟ ثلاثتان. أحسنتم. وكيف نعبر عنها بحقيقة الضرب؟ ثلاثتان، كيف نكتبها؟ أحسنتم، اثنان ضرب ثلاثة يساوي ست حبات.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,التعرف على حقائق الضرب,حقائق الضرب للعدد ثلاثة,التعرف على حقائق الضرب للعدد ثلاثة,Easy,التعرف على حقائق الضرب للعدد ثلاثة.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,التعبير الرياضي,تمثيل الضرب بالرسم,التعبير عن الرسم بجملة ضرب مناسبة,Medium,ونكمل أعزائي الطلاب معًا ونعبر عن الرسم الآتي بجملة ضرب صحيحة. ... سبع ثلاثات. بارك الله بكم. وكيف نكتب سبع ثلاثات بحقيقة ضرب؟ أحسنتم، نقول سبعة ضرب ثلاثة.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,التمثيل بالرسم,تمثيل الضرب بالرسم,تمثيل عملية الضرب بالرسم,Medium,الآن سنقوم بالعكس. سنعبر عن جملة الضرب الآتية بالرسم: ستة ضرب ثلاثة يساوي ثمانية عشر. سأرسم رسمًا حتى أعبر عن هذه الحقيقة.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,حل المسائل اللفظية,توظيف حقائق الضرب في مواقف حياتية,توظيف حقائق الضرب للعدد ثلاثة في حل مشكلات حياتية,Medium,أحمد طالب في الصف الثالث، إذا كان مصروفه اليوم ثلاثة دنانير، كم يبلغ مصروف أحمد في تسعة أيام؟ ... الحل يكون تسع ثلاثات، ونكتب تسعة ضرب ثلاثة. ويا ترى تسعة ضرب ثلاثة كم يساوي؟ أحسنتم، سبعة وعشرون.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,الاستنتاج الرياضي,العلاقة بين حقائق الضرب المتتالية,استنتاج حقائق الضرب المتتالية بإضافة العدد المضروب (العدد ثلاثة في هذه الحالة),Medium,إذن حتى أحصل على حقيقة تالية لحقيقة معروفة عندي، أقوم بإضافة ثلاثة. أحسنتم.
NA - -2022-درس4 ｜ حقائق الضرب للعدد (3) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,4.0,حقائق الضرب للعدد ثلاثة,حفظ واستذكار الحقائق,حقائق الضرب للعدد ثلاثة,حفظ واستذكار حقائق الضرب للعدد ثلاثة حتى 9x3,Easy,قوموا برسم هذه العجلة أو هذه الدوائر المتداخلة. ... ونكمل باقي الحقائق حتى نتأكد أننا قمنا باستذكار حقائق الضرب للعدد ثلاثة.
NA - -2022-درس5 ｜ حقائق الضرب للعد (4) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الرياضيات,5.0,حقائق الضرب للعدد 4,استنتاج حقائق الضرب، حفظ حقائق الضرب، ربط الجمع المتكرر بالضرب، التعرف على الأنماط في حقائق الضرب,حقائق الضرب للعدد 4، الضرب كجمع متكرر، النمط العددي في حقائق الضرب,التعرف على حقائق الضرب للعدد أربعة,Easy,يتوقع منك بعد الانتهاء من هذا الدرس أن تكون قادرًا على: التعرف على حقائق الضرب للعدد أربعة... اثنان ضرب أربعة يساوي ثمانية أرجل... خمسة ضرب أربعة يساوي عشرين... حتى نحصل على حقيقة تالية من حقائق الضرب للعدد أربعة، نضيف على ناتج الحقيقة التي أعرفها أربعة
NA - -2022-درس5 ｜ حقائق الضرب للعد (4) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الرياضيات,5.0,حقائق الضرب للعدد 4,الترجمة بين التمثيل البصري والرموز الرياضية، التعبير عن المواقف بجمل رياضية,جملة الضرب، مكونات عملية الضرب (عدد المجموعات، عدد العناصر في المجموعة، الناتج الكلي),التعبير عن الرسم بجملة ضرب مناسبة,Medium,هيا بنا نكمل معًا ونعبر عن الرسم الآتي بجملة ضرب صحيحة... لدينا خمس أربعات. أحسنتم! إذن نعبر عن هذا الرسم ونقول: خمس أربعات، أي نكتب خمسة ضرب أربعة يساوي عشرين كتابًا. خمسة: عدد الصور... أربعة: عدد الكتب في الصورة الواحدة... عشرون: عدد جميع الكتب.
NA - -2022-درس5 ｜ حقائق الضرب للعد (4) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الرياضيات,5.0,حقائق الضرب للعدد 4,التمثيل البصري للمفاهيم الرياضية، الرسم لتوضيح العمليات الحسابية,التمثيل المصور لعملية الضرب (المجموعات المتساوية),تمثيل عملية الضرب بالرسم,Medium,والآن العكس. نريد أن نرسم. هيا بنا نعبر عن حقيقة الضرب هذه بالرسم. حقيقة الضرب تقول: ستة ضرب أربعة يساوي أربعة وعشرون. كم مجموعة سأرسم؟ وفي كل مجموعة كم عنصر سأرسم؟... سأرسم ست مجموعات وفي كل مجموعة أربعة عناصر.
NA - -2022-درس5 ｜ حقائق الضرب للعد (4) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الرياضيات,5.0,حقائق الضرب للعدد 4,حل المشكلات الكلامية، تطبيق حقائق الضرب في مواقف حياتية، اتخاذ القرار في اختيار العملية الحسابية المناسبة,الضرب في سياقات حياتية، بناء النماذج الرياضية للمشكلات الواقعية,توظيف حقائق الضرب للعدد أربعة في حل مشكلات حياتية,Medium,وزعت معلمة التربية الرياضية طالبات الصف الثالث إلى سبع مجموعات. في كل مجموعة أربع طالبات. كم عدد طالبات الصف؟... الحل سيكون: سبعة ضرب أربعة ويساوي ثمان وعشرين طالبة.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,تذكر كتابة الكسر الدال على الأجزاء المظللة,تمثيل الكسور (نصف، ثلث، ربع),أن يتذكر الطالب كيفية كتابة الكسر الدال على الأجزاء المظللة,Easy,نكتب الكسر الدال على الأجزاء المظللة... الكسر نصف، واحد على اثنين... الكسر ثلث... الكسر واحد على أربعة، ويُقرأ ربع.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,تمثيل الكسور من سياق حياتي,الكسور كأجزاء من كل (ثلاثة أثمان، ثمن، أربعة أثمان),أن يستنتج الطالب الكسر الدال على جزء من كل في سياق حياتي,Easy,صنعت أم علي كعكة وقسمتها إلى ثماني قطع متساوية... ما الكسر الدال على ما أكله علي؟ أحسنتم، ثلاثة أثمان (3/8).
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,المقارنة بين كسرين، ترتيب الكسور، حل المشكلات الحياتية باستخدام مقارنة الكسور,مقارنة الكسور، الترتيب التصاعدي، الترتيب التنازلي,أن يكون قادرًا على المقارنة بين كسرين، ترتيب الكسور ترتيبًا تصاعديًا أو ترتيبًا تنازليًا، وحل المشكلات الحياتية باستخدام مقارنة الكسور,Medium,سنقوم بالمقارنة ما بين الكسور الثلاثة... هذا ما سنتعلمه معاً في لقاء اليوم، وهو بعنوان 'مقارنة الكسور'. ويُتوقع منك... أن تكون قادرًا على المقارنة بين كسرين، ترتيب الكسور ترتيبًا تصاعديًا أو ترتيبًا تنازليًا، وحل المشكلات الحياتية باستخدام مقارنة الكسور.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,المقارنة البصرية للكسور,مقارنة الكسور ذات المقام المتشابه,أن يقارن الطالب بين كسرين باستخدام النماذج البصرية,Easy,نلاحظ ونشاهد بأعيننا أن والدهم أكل أكبر حصة من الكعكة. إذن الكسر أربعة أثمان هو أكبر الكسور الثلاثة.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,إيجاد كسر من مجموعة، المقارنة البصرية للكسور,كسر من مجموعة، مقارنة الكسور ذات المقامات المختلفة,أن يقارن الطالب بين كسرين ذوي مقامات مختلفة باستخدام النماذج البصرية (مجموعة من الأشياء),Medium,أريد أن أُلوّن ثلث هذه الأشكال... أريد أن أُلوّن نصف هذه الأشكال... ما العلاقة بين الثلث والنصف؟ ... نلاحظ أن الكسر ثلث أصغر من الكسر نصف.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,المقارنة البصرية لكسور الوحدة، استخدام إشارات المقارنة,مقارنة كسور الوحدة,أن يقارن الطالب بين كسور الوحدة باستخدام النماذج البصرية ويستخدم إشارات المقارنة المناسبة,Easy,في الشكل الأول سأُلوّن جزءاً من الأربعة أجزاء... الشكل الثاني سأُلوّن جزءاً من الثمانية أجزاء. ربع، ثمن. قرروا ما إشارة المقارنة المناسبة... الربع أكبر من الثمن.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,كتابة الكسر الدال على الأجزاء المظللة، مقارنة الكسور ذات المقام المتشابه,مقارنة الكسور,أن يقارن الطالب بين كسرين ذوي مقام مشترك,Easy,نكتب الكسر الدال على الأشكال المظللة ونقارن... ثلاثة أرباع... ربع... ما العلاقة بين الثلاثة أرباع والربع؟ أحسنتم، ثلاثة أرباع أكبر من الربع.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,تحديد الكسور من تمثيلات بصرية، ترتيب الكسور تنازليًا,الترتيب التنازلي للكسور (ثلاثة أخماس، خمسان، خمس),أن يرتب الطالب مجموعة من الكسور ذات المقام المتشابه تنازليًا بناءً على تمثيلها البصري,Medium,نكتب الكسر الدال على المنطقة الملونة... ثلاثة أخماس... خمس... خمسان... هل تستطيعون أن ترتبوا هذه الكسور ترتيبًا تنازليًا؟ ... ثلاثة أخماس، خمسان، وخمس.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,استخدام لوحة الكسور للمقارنة، تحديد الكسور المتكافئة,لوحة الكسور، الكسور المتكافئة، مقارنة الكسور,أن يقارن الطالب بين كسرين باستخدام لوحة الكسور، ويحدد الكسور المتكافئة,Medium,نستطيع أن نستخدمها أيضاً في لقاء اليوم ونقوم بالمقارنة ما بين الكسور باستخدام لوحة الكسور... الكسر نصف يساوي الكسر أربعة أثمان... الكسر خمسان أكبر من الكسر سبعان.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,حل المشكلات الحياتية، إيجاد كسر من عدد صحيح، مقارنة الكسور,حل المشكلات التي تتضمن مقارنة الكسور، كسر من عدد صحيح,أن يحل الطالب المشكلات الحياتية التي تتطلب إيجاد كسر من عدد صحيح ومقارنة الكسور,Medium,اشترى علي ثمانية كتب، نصفها باللغة العربية... ما الكسر الدال على الكتب الإنجليزية؟ اثنان على ثمانية... هل نستطيع أن نقارن ما بين الكتب التي باللغة العربية والكتب التي باللغة الإنجليزية؟ ... الكسر نصف أكبر من الكسر ثمنان.
NA - -2022-درس6 ｜ مقارنة الكسور  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,الرياضيات - الفصل الثاني,6.0,مقارنة الكسور,تطبيق مقارنة الكسور في الألعاب والأنشطة التفاعلية,مقارنة الكسور,أن يعزز الطالب مهارة مقارنة الكسور من خلال الأنشطة التفاعلية والألعاب,Easy,مهمتنا: ألعب أنا وصديقي أو أنا وأخي هذه البطاقات... ثم نقارن بينهما. والفائز يكون الذي يحمل الكسر الأكبر.
NA - -2022-درس7 ｜ المجسمات  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,7.0,المجسمات,تذكر وتسمية المجسمات الأساسية,"المكعب, الأسطوانة, متوازي المستطيلات",أن يتذكر الطالب ويسمي المجسمات التي سبق له دراستها مثل المكعب والأسطوانة ومتوازي المستطيلات.,Easy,لنتذكر معًا أعزائي الطلاب بعض المجسمات التي أخذناها سابقًا ونذكر اسمها. ... أحسنتم، إنه المكعب. ... إنها الأسطوانة. ... متوازي المستطيلات.
NA - -2022-درس7 ｜ المجسمات  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,7.0,المجسمات,مطابقة المجسمات بأشكالها المشابهة,المجسمات (خصائصها البصرية),أن يحدد الطالب الأشكال المشابهة لكل مجسم من بين عدة خيارات، بما في ذلك الأمثلة من الواقع.,Easy,اكتب اسم المجسم في الشكل، ثم ضع دائرة حول الشكل المشابه فيما يلي. ... أي الأشكال الثلاثة يشبه المكعب، لأضع حوله دائرة؟ ... أي الأشكال الثلاثة تعبر عن الأسطوانة أو تشبه الأسطوانة؟ ... وأي الأشكال الثلاثة يشبه متوازي المستطيلات؟ علبة الدواء تشبه متوازي المستطيلات.
NA - -2022-درس7 ｜ المجسمات  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,7.0,المجسمات,التعرف على مجسم جديد,الكرة,أن يتعرف الطالب على مجسم الكرة.,Easy,ونضيف عليها الكرة.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,التعبير عن مجموعات متساوية كحقيقة ضرب,تمثيل الضرب كجمع متكرر,مراجعة تمثيل مسائل الضرب الأساسية,Easy,أربع خمسات. كيف نعبر عن أربع خمسات كحقيقة ضرب؟ ... أربعة ضرب خمسة ويساوي عشرون.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,التعرف على خاصية الضرب بالعدد واحد,خاصية الضرب بالعدد واحد (العنصر المحايد الضربي),أن يكون الطالب قادرًا على التعرف إلى خاصية الضرب بالعدد واحد,Easy,يتوقع منك بعد الانتهاء من هذا الدرس أن تكون قادرًا على التعرف إلى خاصية الضرب بالعدد واحد
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,التعرف على خاصية الضرب بالعدد صفر,خاصية الضرب بالعدد صفر,أن يكون الطالب قادرًا على التعرف إلى خاصية الضرب بالعدد صفر,Easy,أيضًا التعرف إلى خاصية الضرب بالعدد صفر
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,التعرف على الخاصية التبديلية لعملية الضرب,الخاصية التبديلية لعملية الضرب,أن يكون الطالب قادرًا على التعرف إلى الخاصية التبديلية,Easy,وأيضًا التعرف إلى الخاصية التبديلية
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,استنتاج القاعدة العامة لخاصية الضرب بالعدد واحد,قاعدة خاصية الضرب بالعدد واحد,استنتاج أن ناتج ضرب أي عدد بالعدد واحد هو العدد نفسه,Easy,استنتج: ناتج ضرب أي عدد بالعدد 1 هو؟ أحسنتم، العدد نفسه.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,استنتاج القاعدة العامة لخاصية الضرب بالعدد صفر,قاعدة خاصية الضرب بالعدد صفر,استنتاج أن ناتج ضرب أي عدد بالعدد صفر هو صفر,Easy,استنتج: ناتج ضرب أي عدد بالعدد صفر هو صفر.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,إظهار فهم الخاصية التبديلية من خلال الأمثلة,مبدأ الخاصية التبديلية (تغيير ترتيب العوامل لا يغير الناتج),فهم أن عملية الضرب تبديلية,Easy,أعزائي الطلاب، 2 ضرب 3 يساوي 6. 3 ضرب 2 يساوي 6. ماذا نسمي هذه الخاصية؟ ... عملية الضرب هي عملية تبديلية.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,تطبيق خصائص عملية الضرب (الصفر، الواحد، التبديلية) في حل المسائل,تطبيق متكامل لخصائص الضرب,حل مسائل تتطلب استخدام خصائص الضرب,Easy,هيا بنا أعزائي الطلاب ونفكر ونملأ الفراغ معًا، ونبدأ معًا بالسؤال الأول. 2 ضرب ماذا يساوي 2؟ ... بـ 1. إذن 2 ضرب 1 يساوي 2.
NA - -2022-درس7 ｜ خصائص عملية الضرب  ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,خصائص عملية الضرب,7.0,خصائص عملية الضرب,كتابة حقائق ضرب وتطبيق الخاصية التبديلية عليها,ترسيخ وتعميق فهم الخاصية التبديلية,تعزيز فهم الخاصية التبديلية من خلال التطبيق الذاتي,Easy,اكتبوا حقائق الضرب التي تعلمتها، وأطبقوا الخاصية التبديلية عليها.
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,التعرف على مفهوم الكتلة,الكتلة (Mass),أن يتعرف الطالب على مفهوم الكتلة وماذا يمثله الرقم الظاهر على الميزان.,Easy,يا ترى أعزائي الطلاب، ما هذه الأرقام التي ظهرت على الميزان؟ أعزائي الطلاب، هذه القراءات التي ظهرت تسمى ماذا؟ كتلة.
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,التعرف على وحدة قياس الكيلوغرام,الكيلوغرام (كغم),أن يتعرف الطالب على وحدة قياس الكتلة الكيلوغرام ورمزها (كغم) للأشياء الثقيلة نسبياً.,Easy,يوجد هنا رمز بجانبها 'kg' باللغة الإنجليزية، أو نقول عنها باللغة العربية: كيلوغرام... وحدة قياس هذه الكتل تسمى كيلوغرام. تسمى ماذا؟ كيلوغرام. ونختصرها بـ (كغم).
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,التعرف على وحدة قياس الغرام,الغرام (غم),أن يتعرف الطالب على وحدة قياس الكتلة الغرام ورمزها (غم) للأشياء الخفيفة والصغيرة.,Easy,يلزمني وحدة لقياس كتل الأشياء الصغيرة أو الأشياء الخفيفة. وما هي يا ترى؟ إنها وحدة الغرام... أتعلم أن وحدة قياس الكتل الصغيرة هي الغرام، ونرمز للغرام بـ (غم) ونقرأها غرام.
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,التمييز بين وحدات قياس الكتلة (الكيلوغرام والغرام),مقارنة وحدات قياس الكتلة,أن يميز الطالب بين الكيلوغرام والغرام بناءً على حجم ووزن الأشياء المراد قياسها.,Medium,هل يمكن أن تكون كتلة هذا العقد 26 كيلوغرامًا؟ فكروا! 26 كيلوغرامًا من البندورة، هل هي نفس كتلة العقد 26؟ بالتأكيد لا!... وحدة الغرام أصغر من وحدة الكيلوغرام بكثير.
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,تحديد وحدة القياس الأنسب لكتلة معطاة,اختيار الوحدة المناسبة للكتلة,أن يحدد الطالب الوحدة الأنسب (كيلوغرام أو غرام) لقياس كتلة أشياء مختلفة من حوله.,Medium,ولنختر الوحدة الأنسب لقياس كتل هذه الأشياء. هيا بنا نبدأ معاً. ما الوحدة الأنسب لقياس كتلة الطفل؟ هل هي كيلوغرام أم غرام؟... المبراة؟... القطة؟... ممحاة... البطيخة... مكعبات من السكر.
NA - -2022-درس8 ｜ وحدات قياس الكتلة ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,,,8.0,وحدات قياس الكتلة,توظيف قياس الكتلة في حل مشكلات حياتية,تطبيقات قياس الكتلة في الحياة اليومية,أن يوظف الطالب قياس الكتلة في مواقف حياتية عملية من خلال تسجيل كتل الأشياء التي يشتريها الوالدان.,Medium,مهمتنا التعليمية، ومهمتنا جميلة وممتعة: أرافق والدي عند شراء حاجيات البيت وأسجل كتل الأشياء التي سيشتريها والدي. سأكتب جدولًا أذكر فيه اسم الشيء الذي اشتراه والدي والكتلة.
NA - -2022-درس9 ｜ حقائق الضرب للعد (7) ｜ الصف3 ｜ الفصل2 ｜ الرياضيات.txt,2,الفصل الثاني,9.0,حقائق الضرب للعدد 7,تذكر حقائق الضرب,حقائق الضرب للعدد 7,التعرف إلى حقائق الضرب للعدد 7,Easy,هيا بنا نتذكر: سبعة ضرب اثنان ماذا يساوي؟ وكيف نعبر عنها؟ سبعة ضرب اثنان، أحسنتم، أربعة عشر.
